VP	Comp	RT	Error
1	incomp	380.2	0
1	incomp	342.4	0
1	incomp	391.8	0
1	comp	426.3	0
1	comp	363.5	0
1	incomp	367.5	0
1	comp	347	0
1	comp	404.6	0
1	comp	348.6	0
1	comp	392.3	0
1	incomp	439	0
1	comp	394.1	0
1	comp	422.6	0
1	incomp	362.6	0
1	comp	332.2	0
1	comp	382.4	0
1	incomp	403.6	0
1	incomp	359.8	0
1	comp	318.7	0
1	incomp	398	0
1	incomp	376	0
1	comp	352.8	0
1	comp	366.8	0
1	incomp	361.4	0
1	incomp	348.4	0
1	comp	362.7	0
1	incomp	423.9	0
1	comp	394.1	0
1	comp	387	0
1	comp	350.4	0
1	comp	361.6	0
1	comp	383.1	0
1	incomp	464.2	0
1	incomp	345	0
1	incomp	354.7	0
1	comp	365	0
1	comp	376.3	0
1	incomp	376.3	0
1	comp	379.3	0
1	comp	408.7	0
1	comp	385.7	0
1	comp	377.7	0
1	incomp	381.9	0
1	comp	382.7	0
1	incomp	335.8	0
1	incomp	385.2	0
1	incomp	392.7	0
1	comp	347	0
1	incomp	410.2	0
1	incomp	372.5	0
1	incomp	400.7	0
1	incomp	394.5	0
1	incomp	395.4	0
1	comp	406.8	0
1	incomp	378.3	0
1	incomp	411	0
1	comp	373.4	0
1	incomp	393.8	1
1	incomp	435.9	0
1	comp	386.4	0
1	incomp	345.4	0
1	comp	367.6	0
1	comp	417.8	0
1	comp	392.2	0
1	incomp	416.9	0
1	comp	361.5	0
1	comp	430.3	0
1	incomp	361	0
1	incomp	434.6	0
1	incomp	392.2	0
1	comp	391.1	0
1	incomp	384.5	0
1	incomp	353.3	0
1	incomp	379.9	0
1	comp	365	0
1	comp	349.7	0
1	incomp	333.6	0
1	comp	431.6	0
1	comp	330	0
1	incomp	339.9	0
1	incomp	362.5	0
1	comp	478.4	0
1	comp	392	0
1	comp	402.5	0
1	incomp	438.5	0
1	comp	357.1	0
1	comp	371.2	0
1	incomp	405.1	0
1	incomp	310.5	0
1	incomp	433.1	0
1	incomp	323.2	0
1	comp	338.7	1
1	comp	373.6	0
1	incomp	380.2	0
1	comp	371.5	0
1	comp	351.5	0
1	comp	378	0
1	incomp	369	0
1	incomp	415.4	0
1	comp	383.7	0
1	incomp	364.1	0
1	incomp	348.3	0
1	comp	358.7	0
1	incomp	318.3	1
1	comp	361.4	0
1	incomp	405.1	0
1	incomp	411.5	0
1	comp	382	0
1	incomp	383.9	1
1	comp	358.6	0
1	incomp	501.2	0
1	incomp	390.6	0
1	incomp	503.9	0
1	comp	422.3	0
1	comp	453	0
1	incomp	415.1	0
1	comp	426.2	0
1	comp	382.3	0
1	comp	390.6	0
1	incomp	407.5	0
1	incomp	421.8	0
1	incomp	394.6	0
1	comp	430.5	0
1	comp	390.7	0
1	incomp	426	0
1	incomp	379.8	0
1	comp	425.1	0
1	incomp	363.6	0
1	incomp	355.7	0
1	incomp	350.8	1
1	incomp	389.7	0
1	incomp	409.7	0
1	comp	393.2	0
1	comp	361.7	0
1	comp	412.7	0
1	comp	400.6	0
1	comp	433.2	0
1	incomp	503	0
1	comp	361.2	0
1	comp	399.3	0
1	comp	388.1	0
1	incomp	406.2	0
1	incomp	388.7	0
1	comp	386.2	0
1	comp	394.3	0
1	comp	386	0
1	incomp	410.5	0
1	comp	399.2	0
1	comp	430.8	0
1	comp	365.8	0
1	incomp	402.4	0
1	comp	427.1	0
1	comp	405.8	0
1	comp	440.1	0
1	comp	406.3	0
1	incomp	403.1	0
1	comp	388.8	0
1	incomp	468.2	0
1	incomp	420.3	1
1	incomp	374	0
1	incomp	417.6	0
1	incomp	413.1	0
1	comp	380.7	0
1	comp	434.8	0
1	incomp	377.1	0
1	incomp	405.1	0
1	comp	390	0
1	comp	387.8	0
1	comp	393.9	0
1	comp	385	0
1	incomp	378.7	0
1	incomp	413.6	0
1	incomp	367.6	0
1	incomp	419.4	0
1	incomp	363.3	0
1	comp	384.2	0
1	comp	370.6	0
1	comp	360.1	0
1	incomp	336.9	0
1	comp	388.3	0
1	incomp	423.3	0
1	comp	437.4	0
1	comp	453.3	0
1	incomp	475.9	0
1	comp	435	0
1	incomp	426.4	0
1	comp	422.8	0
1	comp	423.3	0
1	comp	431.6	0
1	incomp	410.8	0
1	comp	378.7	0
1	comp	395	0
1	comp	420.1	0
1	incomp	357.3	0
1	incomp	492.9	0
1	comp	393.3	0
1	incomp	361.4	0
1	comp	387.3	0
1	incomp	422.9	0
1	incomp	424.3	0
1	incomp	408.6	0
1	incomp	418.5	0
1	comp	456.2	0
1	incomp	398.9	0
1	comp	386	0
1	incomp	413	0
1	incomp	471.5	0
1	comp	394.2	0
1	incomp	384.3	0
1	incomp	407.6	0
1	incomp	377.5	0
1	comp	423.5	0
1	incomp	387.7	0
1	comp	456.9	0
1	incomp	414.2	0
1	incomp	443.7	0
1	comp	379.9	0
1	comp	365.9	0
1	comp	352.8	0
1	comp	369.8	0
1	incomp	421.1	0
1	comp	391.8	0
1	comp	436.2	0
1	comp	365.4	0
1	incomp	418.4	0
1	comp	418.1	0
1	comp	422.6	0
1	comp	439.5	0
1	comp	416.5	0
1	incomp	412.8	0
1	comp	325.2	0
1	incomp	530.6	0
1	comp	481.6	0
1	incomp	544.9	0
1	comp	404.3	0
1	incomp	447.9	0
1	comp	356.9	0
1	comp	393.7	0
1	incomp	458.9	0
1	incomp	411.4	0
1	comp	468.2	0
1	incomp	347.1	0
1	incomp	364.4	0
1	incomp	431.7	0
1	comp	515.3	0
1	incomp	414.8	0
1	incomp	381.4	0
1	incomp	401.8	0
1	comp	366.1	0
1	comp	383.9	0
1	incomp	435.8	0
1	incomp	362	0
1	comp	368.5	0
1	incomp	372.9	0
1	comp	339.3	0
1	comp	340.1	0
1	incomp	380.4	0
1	comp	372.3	0
1	incomp	423.8	0
1	incomp	562.9	0
1	comp	415.6	0
1	incomp	421.6	0
1	comp	406.8	0
1	comp	370.3	0
1	incomp	360.5	0
1	comp	425.6	0
1	comp	403	0
1	incomp	427.6	0
1	incomp	470.3	0
1	comp	389.2	0
1	comp	415.3	0
1	incomp	398.1	0
1	incomp	394.6	0
1	comp	387.1	0
1	comp	374.1	0
1	incomp	429	0
1	incomp	418.1	0
1	incomp	388.9	0
1	comp	429.7	0
1	comp	495	0
1	incomp	380.6	0
1	incomp	370.9	0
1	comp	406.3	0
1	incomp	449.3	0
1	incomp	343.8	0
1	incomp	371	0
1	incomp	429.4	0
1	incomp	429.3	0
1	comp	365.7	0
1	comp	362.1	0
1	incomp	404.1	0
1	incomp	438.4	0
1	comp	314.3	0
1	incomp	366.7	0
1	comp	410.5	0
1	comp	393	0
1	comp	479.7	0
1	comp	406.6	0
1	incomp	403.6	0
1	incomp	329.8	0
1	incomp	418.1	0
1	comp	388	0
1	comp	439.5	0
1	incomp	362.3	0
1	comp	329.7	0
1	incomp	728.4	0
1	incomp	371.3	0
1	incomp	449.8	0
1	incomp	394.7	0
1	incomp	357.2	0
1	incomp	385.9	0
1	comp	388.5	0
1	comp	381.9	0
1	incomp	415.2	0
1	comp	399.8	0
1	incomp	402.5	0
1	comp	401.8	0
1	incomp	370.3	0
1	comp	378.3	0
1	comp	362.4	0
1	comp	351.7	0
1	comp	378.7	0
1	comp	379.4	0
1	comp	451.6	0
1	incomp	367.3	0
1	incomp	360	0
1	comp	402.6	0
1	incomp	346.1	1
1	incomp	382.6	0
1	incomp	388.2	0
1	incomp	391.8	0
1	comp	380.2	0
1	comp	376.5	0
1	incomp	445.8	0
1	comp	375.5	0
1	comp	336.6	0
1	incomp	340.8	0
1	incomp	363	0
1	incomp	422.9	0
1	incomp	430.6	0
1	incomp	378.4	0
1	comp	363.1	0
1	comp	354.5	0
1	incomp	411.9	0
1	comp	433.7	0
1	incomp	351.5	0
1	comp	459	0
1	incomp	381.8	0
1	comp	410.2	0
1	comp	372.6	0
1	incomp	383.6	0
1	comp	326.1	0
1	incomp	504.4	0
1	incomp	382.7	0
1	incomp	468.6	0
1	comp	394.3	0
1	comp	363	0
1	incomp	402.2	0
1	comp	396.3	0
1	comp	405.5	0
1	incomp	368.2	0
1	incomp	430.3	0
1	comp	377.7	0
1	incomp	458.8	0
1	comp	326.5	0
1	incomp	344.7	0
1	comp	399.1	0
1	incomp	373.9	0
1	comp	402.5	0
1	comp	330.4	0
1	incomp	319	1
1	comp	391.4	0
1	comp	396.5	0
1	comp	388.7	0
1	comp	355.1	0
1	incomp	427.3	0
1	comp	444.5	0
1	comp	424.9	0
1	incomp	446.5	0
1	comp	393.8	0
1	comp	373	0
1	incomp	425.4	1
1	comp	332.4	0
1	incomp	356.9	0
1	incomp	412	0
1	comp	411.6	0
1	incomp	351.7	0
1	incomp	360.5	0
1	comp	361.9	0
1	incomp	343.5	0
1	incomp	344	0
1	incomp	502.1	0
1	comp	350.5	0
1	comp	358.4	0
1	comp	492.3	0
1	incomp	590.5	0
1	incomp	333.7	1
1	incomp	384	0
1	comp	412.1	0
1	incomp	414.2	0
1	comp	405.3	0
1	comp	388.2	0
1	incomp	773.1	0
1	comp	362.2	0
1	incomp	405.3	0
1	incomp	373.8	0
1	incomp	337.3	0
1	incomp	396.8	0
1	comp	417.5	0
1	comp	387.4	0
1	incomp	377.2	0
1	comp	366	0
1	incomp	381.1	0
1	comp	387.3	0
1	comp	421	0
1	incomp	442.1	0
1	comp	332.7	0
1	incomp	410.8	0
1	comp	338.7	0
1	incomp	362.3	0
1	incomp	408	0
1	incomp	390.8	0
1	comp	434.7	0
1	comp	389.7	0
1	comp	331.6	0
1	comp	367	0
1	incomp	376.2	0
1	incomp	394.8	0
1	comp	338.5	0
1	comp	347.5	0
1	incomp	365.1	0
1	incomp	356.7	0
1	comp	346.4	0
1	comp	357.3	1
1	comp	335.3	0
1	incomp	484.7	0
1	incomp	364.8	0
1	comp	401.4	0
1	incomp	394.9	0
1	comp	321.6	0
1	incomp	357.4	0
1	incomp	370.3	0
1	comp	330	0
1	incomp	350.1	1
1	incomp	422.2	0
1	incomp	384.4	0
1	incomp	401.9	0
1	incomp	396.2	0
1	comp	372.7	0
1	comp	372.3	0
1	incomp	393.4	0
1	incomp	380.5	0
1	comp	407.2	0
1	incomp	398.1	0
1	incomp	435.2	0
1	incomp	353.8	0
1	comp	343.4	0
1	comp	326.8	0
1	incomp	400	0
1	comp	388.1	0
1	comp	320.4	0
1	comp	337	0
1	incomp	387.7	0
1	incomp	390.8	0
1	comp	290.5	1
1	comp	400.6	0
1	incomp	338.5	1
1	comp	402.2	0
1	comp	415.6	0
1	comp	412.8	0
1	comp	371.9	0
1	incomp	411.7	0
1	comp	394.4	0
1	comp	349.4	0
1	incomp	352	0
1	incomp	361.3	1
1	incomp	361.2	0
1	incomp	401.1	0
1	incomp	405.7	0
1	comp	412.5	0
1	comp	415.9	0
1	incomp	374.2	0
1	incomp	465.2	0
1	comp	354.9	0
1	comp	389.7	0
1	comp	398.3	0
1	incomp	342.5	0
1	comp	419.5	0
1	incomp	411.4	0
1	incomp	402.4	0
1	comp	333.6	0
1	comp	408.9	0
1	comp	373.1	0
1	incomp	397.1	0
1	incomp	506.9	0
1	incomp	412.4	0
1	comp	362.2	0
1	incomp	386.5	0
1	incomp	383.2	0
1	incomp	374.9	0
1	comp	369.9	0
1	comp	386.5	0
1	comp	391.2	0
1	comp	439.9	0
1	comp	378.7	0
1	incomp	398.9	0
1	incomp	380.3	0
1	comp	379.1	0
1	comp	482	0
1	incomp	439.1	0
1	incomp	422.7	0
1	incomp	344.1	0
1	incomp	404.9	0
1	incomp	386.9	0
1	incomp	363	0
1	incomp	431.7	0
1	comp	461.8	0
1	incomp	387.8	0
1	comp	402.2	0
1	incomp	415.9	0
1	incomp	343.4	0
1	comp	364	0
1	comp	355.2	0
1	comp	370.3	0
1	comp	323.5	0
1	comp	344	0
1	comp	417.6	0
1	incomp	356.4	0
1	comp	364	0
1	incomp	355.5	0
1	comp	335.5	0
1	comp	467.4	0
1	comp	330.7	0
1	comp	352.1	0
1	incomp	425.2	0
1	comp	407.2	0
1	comp	361.7	0
1	incomp	334.1	0
1	comp	398	0
1	comp	375.1	0
1	incomp	411.9	0
1	incomp	388.5	0
1	incomp	412.9	0
1	incomp	425.1	0
1	comp	390.9	0
1	incomp	388.6	0
1	comp	449.5	0
1	incomp	449.6	0
1	comp	347.6	0
1	incomp	388.4	0
1	comp	373.4	0
1	incomp	397	0
1	comp	417.3	0
1	incomp	397.5	0
1	comp	356.3	0
1	incomp	377.3	0
1	comp	352.2	0
1	incomp	333.7	0
1	incomp	438.7	0
1	incomp	495.1	0
1	incomp	421.6	0
1	incomp	374.9	0
1	incomp	425.4	0
1	comp	350.4	0
1	comp	355	0
1	incomp	393.9	0
1	comp	323.7	0
1	incomp	365.6	0
1	comp	374.4	0
1	incomp	384.3	0
1	comp	394.5	0
1	comp	391.5	0
1	incomp	401.8	0
1	comp	436.9	0
1	comp	368.5	0
1	comp	310.4	0
1	comp	400.9	0
1	incomp	370.8	0
1	incomp	399.6	0
1	incomp	399.9	0
1	comp	423.7	0
1	incomp	518.3	0
1	incomp	436.6	0
1	incomp	380.3	0
1	incomp	397.7	0
1	comp	424	0
1	incomp	380.8	0
1	incomp	388	0
1	comp	360.4	0
1	comp	320.9	0
1	incomp	392.7	0
1	comp	398.6	0
1	incomp	325.2	0
1	incomp	336.8	1
1	incomp	423.5	0
1	comp	337	0
1	comp	322.1	0
1	comp	393.8	0
1	incomp	413.3	0
1	comp	373.7	0
1	incomp	356.1	1
1	comp	385.3	0
1	comp	300.9	0
1	comp	351.8	0
1	comp	370.2	0
1	incomp	316.8	1
1	comp	323.8	0
1	comp	328.5	0
1	comp	377	0
1	comp	345	0
1	incomp	425.8	0
1	incomp	393.2	0
1	comp	410.2	0
1	comp	415.3	0
1	comp	314.9	0
1	comp	382.1	0
1	incomp	352.6	0
1	comp	292.1	1
1	comp	375.2	0
1	comp	330.4	0
1	incomp	391.2	0
1	comp	327.1	0
1	incomp	423.7	0
1	comp	366.5	0
1	incomp	332.3	1
1	comp	330.4	0
1	incomp	373.1	0
1	incomp	400.8	1
1	incomp	391.4	0
1	comp	408.3	0
1	incomp	356.5	0
1	comp	401.9	0
1	comp	344.5	0
1	incomp	360.9	0
1	comp	435.2	0
1	comp	369.7	0
1	incomp	392.9	0
1	incomp	426.6	0
1	comp	400.4	0
1	incomp	407.4	0
1	incomp	407.9	0
1	comp	381.8	0
1	incomp	416.8	0
1	incomp	497	0
1	incomp	362.2	0
1	comp	389.8	0
1	incomp	358.5	1
1	incomp	363.4	0
1	incomp	377.6	0
1	incomp	338.5	0
1	incomp	404.6	0
1	comp	339.4	0
1	comp	332.8	0
1	comp	396.4	0
1	comp	364.9	0
1	incomp	414	0
1	comp	438.3	0
1	comp	333.4	1
1	comp	515.1	0
1	comp	327.9	0
1	incomp	400.6	0
1	comp	346.9	0
1	incomp	389.1	0
1	comp	361.4	0
1	incomp	342.3	0
1	incomp	359.6	0
1	comp	423.6	0
1	incomp	439.9	0
1	incomp	380.2	0
1	incomp	398.7	0
1	incomp	409.9	0
1	comp	413.6	1
1	comp	404.3	0
1	incomp	388.3	0
1	comp	368	0
1	incomp	361.7	0
1	incomp	426	0
1	incomp	372.9	0
1	comp	427.4	0
1	comp	425.4	0
1	comp	381.8	0
1	comp	387.3	0
1	comp	439	0
1	comp	364.8	0
1	comp	398.6	0
1	incomp	419.5	0
1	comp	383.9	0
1	comp	358.7	0
1	comp	300.5	1
1	comp	432	0
1	comp	398.7	0
1	comp	340	0
1	incomp	412.5	0
1	incomp	402.3	0
1	incomp	395.8	0
1	incomp	520.3	0
1	incomp	442.2	0
1	comp	390.9	0
1	incomp	385.1	0
1	comp	336.8	0
1	comp	385.2	0
1	incomp	346.6	0
1	incomp	393.3	0
1	incomp	403.9	0
1	incomp	333.2	0
1	incomp	457.8	0
1	incomp	348.6	0
1	incomp	445.9	0
1	incomp	501.5	0
1	incomp	369.2	0
1	incomp	381.2	0
1	incomp	395.3	0
1	comp	409.8	0
1	comp	465.6	0
1	comp	437.3	0
1	incomp	422.3	0
1	comp	390.9	0
1	comp	432.6	0
1	incomp	348.5	1
1	comp	364	0
1	comp	379.1	0
1	incomp	424	0
1	comp	426.5	0
1	comp	401.4	0
1	incomp	399.4	0
1	comp	396.1	0
1	comp	409.5	0
1	comp	350.9	0
1	comp	368.5	0
1	comp	375.7	0
1	comp	416.2	0
1	comp	370.3	0
1	incomp	388.8	0
1	comp	366.7	0
1	comp	392.7	0
1	comp	349.1	0
1	incomp	439	0
1	comp	374.9	0
1	comp	371.7	0
1	comp	412.2	0
1	incomp	365.1	0
1	comp	334.2	1
1	incomp	493.4	0
1	incomp	419.4	0
1	incomp	421.5	0
1	comp	386.5	0
1	comp	419.3	0
1	comp	346.8	0
1	comp	383.2	0
1	incomp	348.3	1
1	incomp	352.6	0
1	comp	391.8	0
1	incomp	386.9	0
1	incomp	406.9	0
1	incomp	381.5	0
1	incomp	339	0
1	comp	400.7	0
1	incomp	376.9	0
1	incomp	372.1	0
1	incomp	533.4	0
1	incomp	395.4	0
1	incomp	349.6	0
1	comp	396.3	0
1	comp	430.7	0
1	incomp	402.5	0
1	incomp	398.4	0
1	incomp	423.6	0
1	incomp	327.2	0
1	incomp	391.7	0
1	incomp	347.3	0
1	incomp	411.8	0
1	comp	382.2	0
1	incomp	318.1	0
1	incomp	328.8	0
1	incomp	413.5	0
1	incomp	413.6	0
1	incomp	349.5	0
1	incomp	375.4	0
1	incomp	456.8	0
1	comp	381.4	0
1	comp	345.2	0
1	comp	378	0
1	comp	376.6	0
1	incomp	349.8	0
1	comp	359.9	0
1	comp	430.3	0
1	comp	395.6	0
1	comp	307.9	0
1	incomp	418.2	0
1	comp	420.7	0
1	incomp	374.8	0
1	comp	342.2	0
1	comp	331.5	0
1	incomp	408.4	0
1	incomp	551.5	0
1	incomp	395	0
1	comp	394.6	0
1	incomp	377.5	0
1	incomp	406.9	1
1	comp	390.3	0
1	incomp	396.8	0
1	incomp	400.1	0
1	comp	394.6	0
1	incomp	401.6	0
1	comp	352.6	0
1	incomp	337.1	1
1	incomp	422.8	0
1	incomp	346.1	0
1	comp	368.6	0
1	incomp	395.2	0
1	comp	347.7	0
1	comp	325.2	0
1	incomp	399.9	0
1	incomp	372.2	0
1	incomp	410.7	0
1	comp	434.2	0
1	incomp	349.6	0
1	comp	420	0
1	incomp	406.6	0
1	incomp	455.9	0
1	comp	363.6	0
1	incomp	371.2	0
1	incomp	384.4	0
1	incomp	449	0
1	incomp	447.3	0
1	comp	373.2	0
1	incomp	370.1	0
1	comp	408.1	0
1	comp	430.9	0
1	incomp	442.7	0
1	comp	405.5	0
1	comp	372.3	0
1	incomp	445.6	1
1	comp	370.2	0
1	comp	378.1	0
1	comp	385	0
1	comp	403.5	0
1	comp	380.9	0
1	comp	368.9	0
1	incomp	408.5	0
1	comp	392.3	0
1	comp	383.7	0
1	comp	333	0
1	comp	399.9	0
1	incomp	348.1	0
1	incomp	386.6	0
1	incomp	399.9	0
1	comp	308.4	0
1	incomp	388.5	0
1	incomp	465.1	0
1	comp	478.3	0
1	comp	361.1	0
1	comp	407.1	0
1	comp	360.5	0
1	comp	357.7	0
1	comp	348.8	1
1	incomp	450.6	0
1	comp	380.5	0
1	incomp	384.3	0
1	incomp	411	0
1	comp	427.2	0
1	incomp	403.2	0
1	comp	392.3	0
1	incomp	404	0
1	comp	347.3	0
1	comp	347.9	0
1	incomp	412.7	0
1	incomp	327	0
1	comp	371.1	0
1	incomp	400.9	0
1	incomp	365.5	0
1	comp	341	0
1	incomp	409.7	0
1	incomp	436.8	0
1	comp	401	0
1	incomp	318.6	0
1	incomp	781.8	0
1	comp	415.5	0
1	incomp	317.1	0
1	comp	380.1	0
1	comp	372.7	0
1	comp	403.5	0
1	incomp	425.3	0
1	comp	351.1	0
1	incomp	405.5	0
1	incomp	327	0
1	incomp	344.7	0
1	comp	390.4	0
1	comp	485.1	0
1	incomp	357.2	0
1	incomp	349.5	0
1	comp	364.4	0
1	comp	343.7	0
1	incomp	435.7	0
1	incomp	398.3	0
1	incomp	337.9	0
1	comp	393.2	0
1	comp	337.3	0
1	comp	357.9	0
1	incomp	345.5	0
1	incomp	356.6	0
1	incomp	356.4	0
1	incomp	382.6	0
1	incomp	352.1	0
1	comp	331.1	0
1	incomp	329.1	0
1	comp	379	0
1	comp	402	0
1	incomp	334.4	0
1	incomp	358.3	0
1	incomp	340.1	0
1	comp	426.2	0
1	incomp	404.2	0
1	comp	358.5	0
1	comp	333.9	0
1	incomp	265.9	1
1	comp	352.8	0
1	comp	390.4	0
1	comp	390.1	0
1	comp	405.5	0
1	incomp	371.7	0
1	comp	361.4	0
1	comp	379.9	0
1	comp	372.5	0
1	comp	394.1	0
1	comp	328.8	0
1	incomp	395.1	0
1	comp	531.7	0
1	comp	399.6	0
1	incomp	471.4	0
1	incomp	361.4	1
1	comp	396.1	0
1	incomp	386	0
1	incomp	336.2	0
1	comp	375.6	0
1	incomp	417.8	0
1	comp	350.2	0
1	comp	338.7	0
1	incomp	385.6	0
1	comp	326.4	0
1	incomp	337.7	0
1	incomp	355.8	0
1	comp	280.2	1
1	comp	396	0
1	incomp	346.6	1
1	comp	375.5	0
1	incomp	419.1	0
1	comp	358.8	0
1	incomp	350	0
1	comp	432.4	0
1	comp	397.3	0
1	comp	394.5	0
1	comp	397.6	0
1	comp	405.2	0
1	incomp	417	0
1	incomp	341.7	0
1	incomp	323.6	0
1	comp	358.6	0
1	incomp	393.4	0
1	incomp	349.3	0
1	incomp	379.6	0
1	comp	343.9	0
1	comp	347.8	0
1	incomp	415	0
1	incomp	428.9	0
1	incomp	404.4	0
1	incomp	408.9	0
1	incomp	361.5	0
1	incomp	319.7	0
1	comp	370.1	0
1	comp	447.7	0
1	comp	446.5	0
1	comp	372.9	0
1	comp	329.8	0
1	incomp	380.3	0
1	incomp	370.5	0
1	incomp	399.6	0
1	incomp	419.2	0
1	comp	401.7	0
1	comp	380.4	0
1	incomp	321.5	1
1	comp	369.5	0
1	comp	329.7	0
1	incomp	366.8	0
1	incomp	377.1	0
1	comp	374	0
1	incomp	397.6	0
1	incomp	399.9	0
1	comp	375.7	0
1	incomp	392	0
1	incomp	397.3	0
1	incomp	386.2	0
1	incomp	397.7	0
1	incomp	370	0
1	comp	390.5	0
1	comp	367.5	0
1	comp	377.7	0
1	incomp	385.4	0
1	comp	363.3	0
1	comp	339.2	0
1	comp	396.4	0
1	comp	340.6	0
1	comp	375.1	0
1	comp	383.6	0
1	comp	395.8	0
1	incomp	373.6	0
1	incomp	353.3	0
1	incomp	357.6	0
10	comp	533.5	0
10	incomp	461.5	0
10	comp	586.9	0
10	incomp	560.3	0
10	incomp	482.7	0
10	comp	457.5	0
10	comp	521.6	0
10	comp	507.2	0
10	incomp	455.1	0
10	incomp	632.7	0
10	incomp	585.9	0
10	incomp	612.4	0
10	comp	418.5	0
10	incomp	606.5	0
10	comp	422.8	0
10	incomp	481.1	0
10	incomp	627.7	0
10	incomp	535	0
10	incomp	506.4	0
10	incomp	479.7	0
10	comp	442.4	0
10	incomp	473.3	0
10	incomp	528.9	0
10	incomp	788	0
10	comp	516	0
10	comp	590.1	0
10	incomp	626.4	0
10	incomp	547	0
10	incomp	486.1	0
10	incomp	431.1	0
10	incomp	540	0
10	incomp	426.7	0
10	comp	523.1	0
10	incomp	498	0
10	incomp	492.3	0
10	comp	556.8	0
10	comp	414.2	0
10	comp	501.3	0
10	incomp	390.7	0
10	comp	396	0
10	comp	502.7	0
10	comp	411.7	0
10	comp	425.7	0
10	comp	463.7	0
10	comp	607.7	0
10	comp	459	0
10	comp	510.8	0
10	comp	432.4	0
10	incomp	596.2	0
10	incomp	677.4	0
10	comp	459.8	0
10	comp	471.2	0
10	incomp	500.3	0
10	incomp	483.6	0
10	incomp	672.8	0
10	comp	420.9	0
10	incomp	717.6	0
10	comp	465.2	0
10	comp	627	0
10	comp	444.9	0
10	comp	641.8	0
10	comp	571.5	0
10	incomp	537	0
10	comp	461.5	0
10	comp	441.4	0
10	comp	541.1	0
10	incomp	619.5	0
10	incomp	557.9	0
10	incomp	607.8	0
10	comp	482.4	0
10	comp	522	0
10	incomp	618.3	0
10	comp	475.3	0
10	incomp	561.6	0
10	incomp	476	0
10	incomp	510.6	0
10	incomp	447.7	0
10	incomp	427.9	0
10	comp	394.2	0
10	comp	548.6	0
10	comp	615.6	0
10	comp	555.3	0
10	incomp	489.4	0
10	incomp	536.6	0
10	comp	475	0
10	incomp	624.8	0
10	comp	520.9	0
10	incomp	549.8	0
10	comp	425.3	0
10	incomp	525.5	0
10	comp	628	0
10	incomp	628.3	0
10	incomp	581.7	0
10	comp	549.6	0
10	comp	578.6	0
10	incomp	611.1	0
10	incomp	556.6	0
10	comp	641.2	0
10	incomp	569	0
10	incomp	495.5	0
10	comp	634.3	0
10	incomp	612.4	0
10	incomp	489.2	0
10	comp	520.1	0
10	comp	440.1	0
10	incomp	456.2	0
10	incomp	632.2	0
10	comp	404	0
10	incomp	461	0
10	incomp	563.1	0
10	comp	528.5	0
10	comp	453.5	0
10	incomp	673.6	0
10	incomp	489.5	0
10	incomp	571.1	0
10	comp	409.2	0
10	comp	468.1	0
10	comp	495.8	0
10	comp	401.2	0
10	incomp	739	0
10	comp	555.2	0
10	comp	462	0
10	incomp	550.2	0
10	comp	439.8	0
10	incomp	527.6	0
10	comp	593.8	0
10	comp	542.5	0
10	incomp	483.7	0
10	comp	411.6	0
10	comp	432.9	0
10	incomp	627.9	0
10	incomp	586.5	0
10	comp	584.2	0
10	incomp	466	0
10	incomp	670.1	0
10	comp	626.6	0
10	incomp	535	0
10	comp	461	0
10	comp	496.4	0
10	comp	483.1	0
10	incomp	592.8	0
10	comp	448	0
10	incomp	477	0
10	comp	438.3	0
10	incomp	746.4	0
10	incomp	538.1	0
10	comp	449	0
10	comp	571.4	0
10	comp	553.7	0
10	comp	552.2	0
10	incomp	408.2	0
10	comp	484.2	0
10	comp	409.2	0
10	comp	469.3	0
10	incomp	506.8	1
10	incomp	478.4	0
10	incomp	456.3	0
10	comp	468.3	0
10	comp	449.7	0
10	comp	462.9	0
10	incomp	586.3	0
10	incomp	510.3	0
10	comp	470.6	0
10	comp	476.4	0
10	incomp	511.6	0
10	comp	475.1	0
10	comp	430.4	0
10	incomp	519.7	0
10	comp	381.1	0
10	incomp	554.4	0
10	incomp	531.6	0
10	comp	438	0
10	incomp	543.2	0
10	comp	875.1	0
10	comp	551.3	0
10	incomp	558.9	0
10	incomp	496	0
10	incomp	538.7	0
10	incomp	562.6	0
10	incomp	515.5	0
10	incomp	623.4	0
10	comp	461.2	0
10	incomp	528.1	0
10	comp	509.8	0
10	incomp	552	0
10	comp	495.6	0
10	comp	498	0
10	incomp	497	0
10	comp	466.6	0
10	comp	451.5	0
10	incomp	526.1	0
10	incomp	777	0
10	incomp	551.6	0
10	comp	563.5	0
10	comp	679.5	0
10	incomp	572.6	0
10	incomp	467	0
10	incomp	506.7	0
10	incomp	462.4	0
10	comp	458.3	0
10	comp	492.1	0
10	incomp	410.7	0
10	comp	487.7	0
10	comp	506.9	0
10	incomp	470.1	0
10	incomp	448.1	0
10	comp	441.5	0
10	comp	533	0
10	comp	426.1	0
10	incomp	554.5	0
10	incomp	530.2	0
10	incomp	571.4	0
10	comp	437.8	0
10	comp	418.4	0
10	comp	436.1	0
10	incomp	554.7	0
10	comp	426.1	0
10	comp	467.5	0
10	comp	524.1	0
10	comp	443.6	0
10	incomp	406.1	0
10	comp	363.8	0
10	comp	444.2	0
10	incomp	493.9	0
10	incomp	445.7	0
10	comp	420.5	0
10	incomp	533.5	0
10	comp	395.5	0
10	comp	437.9	0
10	comp	428.7	0
10	comp	465.3	0
